ID,Country,VFN,Mp,Mh,Man,MMS,Tan,T,Va,Ve,Mk,Cn,Ct,Cr,r,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW),z (Wh/km),IT,Ernedc (g/km),Erwltp (g/km),De,Vf,Status,year,Electric range (km)
671582,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671583,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671584,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671585,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671586,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671587,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671588,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671589,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671590,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671591,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671592,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671593,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671594,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671595,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671596,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671597,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671598,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671599,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671600,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671601,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671602,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671603,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671604,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671605,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671606,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671607,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671608,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671609,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671610,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671611,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671612,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671613,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671614,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671615,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671616,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5D21,D731Z1,KIA,SPORTAGE,M1,M1,1,1605,,117,152,2670,1613,1625,DIESEL,M,1598,100,,,,,,,P,2020,
671617,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*02,QLE,F5D21,D731Z1(125),KIA,SPORTAGE,M1,M1,1,1605,,125,,2670,1609,1620,DIESEL,M,1598,100,,,,,,,P,2020,
671618,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*02,QLE,F5D21,D731Z1(125),KIA,SPORTAGE,M1,M1,1,1605,,125,,2670,1609,1620,DIESEL,M,1598,100,,,,,,,P,2020,
671619,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*02,QLE,F5D21,D731Z1(125),KIA,SPORTAGE,M1,M1,1,1605,,125,,2670,1609,1620,DIESEL,M,1598,100,,,,,,,P,2020,
671620,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*02,QLE,F5D21,D731Z1(125),KIA,SPORTAGE,M1,M1,1,1605,,125,,2670,1609,1620,DIESEL,M,1598,100,,,,,,,P,2020,
671621,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e11*2007/46*3144*06,QLE,F5D44,A811Z1(152),KIA,SPORTAGE,M1,M1,1,1747,,152,,2670,1609,1620,DIESEL,M,1995,136,,,,,,,P,2020,
671622,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*02,QLE,F5P11,M611Z1,KIA,SPORTAGE,M1,M1,1,1490,,156,,2670,1613,1625,PETROL,M,1591,97,,,,,,,P,2020,
671623,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*02,QLE,F5P11,M611Z1,KIA,SPORTAGE,M1,M1,1,1490,,156,,2670,1613,1625,PETROL,M,1591,97,,,,,,,P,2020,
671624,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*02,QLE,F5P11,M611Z1,KIA,SPORTAGE,M1,M1,1,1490,,156,,2670,1613,1625,PETROL,M,1591,97,,,,,,,P,2020,
671625,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*02,QLE,F5P11,M611Z1,KIA,SPORTAGE,M1,M1,1,1490,,156,,2670,1613,1625,PETROL,M,1591,97,,,,,,,P,2020,
671626,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*02,QLE,F5P11,M611Z1,KIA,SPORTAGE,M1,M1,1,1490,,156,,2670,1613,1625,PETROL,M,1591,97,,,,,,,P,2020,
671627,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*03,QLE,F5P11,M611Z1,KIA,SPORTAGE,M1,M1,1,1490,,153,178,2670,1613,1625,PETROL,M,1591,97,,,,,,,P,2020,
671628,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*03,QLE,F5P11,M611Z1,KIA,SPORTAGE,M1,M1,1,1490,,153,178,2670,1613,1625,PETROL,M,1591,97,,,,,,,P,2020,
671629,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*03,QLE,F5P11,M611Z1,KIA,SPORTAGE,M1,M1,1,1490,,153,178,2670,1613,1625,PETROL,M,1591,97,,,,,,,P,2020,
671630,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*03,QLE,F5P11,M611Z1,KIA,SPORTAGE,M1,M1,1,1490,,153,178,2670,1613,1625,PETROL,M,1591,97,,,,,,,P,2020,
671631,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*03,QLE,F5P11,M611Z1,KIA,SPORTAGE,M1,M1,1,1490,,153,178,2670,1613,1625,PETROL,M,1591,97,,,,,,,P,2020,
671632,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5P11,M611Z1,KIA,SPORTAGE,M1,M1,1,1490,,153,178,2670,1613,1625,PETROL,M,1591,97,,,,,,,P,2020,
671633,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5P11,M611Z1,KIA,SPORTAGE,M1,M1,1,1490,,153,178,2670,1613,1625,PETROL,M,1591,97,,,,,,,P,2020,
671634,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5P11,M611Z1,KIA,SPORTAGE,M1,M1,1,1490,,153,178,2670,1613,1625,PETROL,M,1591,97,,,,,,,P,2020,
671635,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*03,QLE,F5P21,D711Z1,KIA,SPORTAGE,M1,M1,1,1577,,149,175,2670,1613,1625,PETROL,M,1591,130,,,,,,,P,2020,
671636,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*03,QLE,F5P21,D711Z1,KIA,SPORTAGE,M1,M1,1,1577,,149,175,2670,1613,1625,PETROL,M,1591,130,,,,,,,P,2020,
671637,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*03,QLE,F5P21,D711Z1,KIA,SPORTAGE,M1,M1,1,1577,,149,175,2670,1613,1625,PETROL,M,1591,130,,,,,,,P,2020,
671638,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*03,QLE,F5P21,D711Z1,KIA,SPORTAGE,M1,M1,1,1577,,149,175,2670,1613,1625,PETROL,M,1591,130,,,,,,,P,2020,
671639,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*03,QLE,F5P21,D711Z1,KIA,SPORTAGE,M1,M1,1,1577,,149,175,2670,1613,1625,PETROL,M,1591,130,,,,,,,P,2020,
671640,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5P21,D711Z1,KIA,SPORTAGE,M1,M1,1,1577,,149,175,2670,1613,1625,PETROL,M,1591,130,,,,,,,P,2020,
671641,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5P21,D711Z1,KIA,SPORTAGE,M1,M1,1,1577,,149,175,2670,1613,1625,PETROL,M,1591,130,,,,,,,P,2020,
671642,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5P21,D711Z1,KIA,SPORTAGE,M1,M1,1,1577,,149,175,2670,1613,1625,PETROL,M,1591,130,,,,,,,P,2020,
671643,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5P21,D711Z1,KIA,SPORTAGE,M1,M1,1,1577,,149,175,2670,1613,1625,PETROL,M,1591,130,,,,,,,P,2020,
671644,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5P21,D711Z1,KIA,SPORTAGE,M1,M1,1,1577,,149,175,2670,1613,1625,PETROL,M,1591,130,,,,,,,P,2020,
671645,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*03,QLE,F5P21,D711Z1,KIA,SPORTAGE,M1,M1,1,1577,,149,175,2670,1613,1625,PETROL,M,1591,130,,,,,,,P,2020,
671646,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5P21,D711Z1,KIA,SPORTAGE,M1,M1,1,1577,,149,175,2670,1613,1625,PETROL,M,1591,130,,,,,,,P,2020,
671647,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5P24,D721Z1,KIA,SPORTAGE,M1,M1,1,1637,,162,188,2670,1613,1625,PETROL,M,1591,130,,,,,,,P,2020,
671648,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5P24,D721Z1,KIA,SPORTAGE,M1,M1,1,1637,,162,188,2670,1613,1625,PETROL,M,1591,130,,,,,,,P,2020,
671649,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5P24,D721Z1,KIA,SPORTAGE,M1,M1,1,1637,,162,188,2670,1613,1625,PETROL,M,1591,130,,,,,,,P,2020,
671650,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5P24,D721Z1,KIA,SPORTAGE,M1,M1,1,1637,,162,188,2670,1613,1625,PETROL,M,1591,130,,,,,,,P,2020,
671651,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5P24,D721Z1,KIA,SPORTAGE,M1,M1,1,1637,,162,188,2670,1613,1625,PETROL,M,1591,130,,,,,,,P,2020,
671652,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5P24,D721Z1,KIA,SPORTAGE,M1,M1,1,1637,,162,188,2670,1613,1625,PETROL,M,1591,130,,,,,,,P,2020,
671653,CY,,KIA,KIA,KIA MOTORS CORPORATION,KIA,e5*2007/46*1081*04,QLE,F5P24,D721Z1,KIA,SPORTAGE,M1,M1,1,1637,,162,188,2670,1613,1625,PETROL,M,1591,130,,,,,,,P,2020,
676934,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*04,LY,DA1S,AT2,SUZUKI,VITARA,M1,M1,1,1220,,133,,2500,1535,1505,PETROL,M,1373,103,,,,,,,P,2020,
676935,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,DA1S,AT2,SUZUKI,VITARA,M1,M1,1,1220,,131,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676936,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,DA1S,AT2,SUZUKI,VITARA,M1,M1,1,1220,,131,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676937,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,DA1S,AT2,SUZUKI,VITARA,M1,M1,1,1220,,131,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676938,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,DA1S,AT2,SUZUKI,VITARA,M1,M1,1,1220,,131,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676939,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,DA1S,AT2,SUZUKI,VITARA,M1,M1,1,1220,,131,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676940,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,DA1S,AT2,SUZUKI,VITARA,M1,M1,1,1220,,131,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676941,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,DA1S,AT2,SUZUKI,VITARA,M1,M1,1,1220,,131,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676942,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,DA1S,AT2,SUZUKI,VITARA,M1,M1,1,1220,,131,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676943,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,DA1S,AT2,SUZUKI,VITARA,M1,M1,1,1220,,131,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676944,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,DA1S,AT2,SUZUKI,VITARA,M1,M1,1,1220,,131,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676945,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,DA1S,AT2,SUZUKI,VITARA,M1,M1,1,1220,,131,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676946,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,DA1S,AT2,SUZUKI,VITARA,M1,M1,1,1220,,131,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676947,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,DA1S,AT2,SUZUKI,VITARA,M1,M1,1,1220,,131,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676948,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,DA1S,AT2,SUZUKI,VITARA,M1,M1,1,1220,,131,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676949,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,DA1S,AT2,SUZUKI,VITARA,M1,M1,1,1220,,131,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676950,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,DA1S,AT2,SUZUKI,VITARA,M1,M1,1,1220,,131,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676951,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,DA1S,AT2,SUZUKI,VITARA,M1,M1,1,1220,,131,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676952,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,DA1S,AT2,SUZUKI,VITARA,M1,M1,1,1220,,131,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676953,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,DA1S,AT2,SUZUKI,VITARA,M1,M1,1,1220,,131,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676954,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*02,LY,E81S,DCT2,SUZUKI,VITARA,M1,M1,1,1400,,118,,2500,1535,1505,DIESEL,M,1598,88,,,,,,,P,2020,
676955,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*04,LY,EA1S,AT2,SUZUKI,VITARA,M1,M1,1,1295,,143,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676956,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*04,LY,EA1S,AT2,SUZUKI,VITARA,M1,M1,1,1295,,143,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676957,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*04,LY,EA1S,AT2,SUZUKI,VITARA,M1,M1,1,1295,,143,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676958,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*04,LY,EA1S,AT2,SUZUKI,VITARA,M1,M1,1,1295,,143,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676959,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*04,LY,EA1S,AT2,SUZUKI,VITARA,M1,M1,1,1295,,143,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676960,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,EA1S,AT2,SUZUKI,VITARA,M1,M1,1,1295,,141,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676961,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,EA1S,AT2,SUZUKI,VITARA,M1,M1,1,1295,,141,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676962,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,EA1S,AT2,SUZUKI,VITARA,M1,M1,1,1295,,141,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676963,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,EA1S,AT2,SUZUKI,VITARA,M1,M1,1,1295,,141,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676964,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,EA1S,AT2,SUZUKI,VITARA,M1,M1,1,1295,,141,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676965,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,EA1S,AT2,SUZUKI,VITARA,M1,M1,1,1295,,141,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
676966,CY,,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI,e4*2007/46*0928*05,LY,EA1S,AT2,SUZUKI,VITARA,M1,M1,1,1295,,141,,2500,1535,1505,PETROL,M,1373,,,,,,,,P,2020,
